color,Director_Name,num_Critic_for_reviews,duration,director_Facebook_likes,actor_3_Facebook_likes,Actor_1_Facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,real_domestic_gross,real_budget,profit,roi,genre_Music,genre_Crime,genre_Game-Show,genre_Horror,genre_Sci-Fi,genre_Documentary,genre_News,genre_Short,genre_War,genre_Drama,genre_Thriller,genre_Western,genre_Fantasy,genre_Film-Noir,genre_History,genre_Reality-TV,genre_Family,genre_Mystery,genre_Action,genre_Comedy,genre_Adventure,genre_Sport,genre_Biography,genre_Musical,genre_Animation,genre_Romance
1,1318,284.0,135.0,0.0,87.0,690.0,1748,57873,902,0.0,414.0,11,62,2008.0,107.0,6.1,2.35,0,48969820.8821382,133768874.56282541,-84799053.68068722,-163.39221583333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,927,168.0,121.0,274.0,157.0,273.0,1786,35066,993,4.0,196.0,11,62,2010.0,216.0,5.3,1.85,0,33254027.810929302,132080016.14264224,-98825988.33171295,-174.82281666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,929,283.0,117.0,446.0,877.0,10000.0,1930,148280,12731,0.0,348.0,11,62,2010.0,973.0,6.3,2.35,11000,84111475.44932494,128778015.7390762,-44666540.28975126,-134.68491111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,717,33.0,116.0,0.0,141.0,936.0,27,20567,1609,1.0,36.0,13,19,2008.0,276.0,5.1,2.35,291,5846352.686233478,86949768.46583652,-116486365.64581443,-185.5662025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1198,369.0,100.0,128.0,78.0,596.0,1911,110486,1261,3.0,695.0,11,62,2015.0,360.0,4.3,2.35,41000,56822109.12950126,121513815.4647135,-64691706.33521224,-153.23814916666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,2131,198.0,125.0,0.0,350.0,11000.0,213,284852,19359,0.0,627.0,11,62,2004.0,8000.0,6.4,2.35,0,159494287.35541555,139760561.14346215,19733726.2119534,-85.88033272727273,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1926,263.0,119.0,124.0,1000.0,14000.0,1039,154621,22622,0.0,258.0,11,62,2015.0,5000.0,6.3,2.35,27000,131635730.98435557,111387664.17598738,20248066.80836819,-81.82198454545453,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1889,184.0,85.0,11.0,116.0,480.0,801,53160,1173,1.0,121.0,11,62,2010.0,392.0,4.9,2.35,0,47082408.16034871,123274681.73313276,-76192273.57278405,-161.80691160714287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1813,172.0,103.0,67.0,111.0,383.0,1230,66593,692,3.0,153.0,11,62,2011.0,113.0,5.5,1.78,31000,152167459.7073251,117368575.4804636,34798884.22686151,-70.35076545454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,2325,104.0,76.0,6.0,421.0,12000.0,1837,13581,13607,0.0,88.0,11,62,2004.0,513.0,5.4,1.78,304,63561010.611281104,139760561.14346215,-76199550.53218105,-154.5214972727273,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,2051,327.0,127.0,189.0,544.0,20000.0,737,254841,22254,1.0,426.0,11,62,2011.0,929.0,7.1,2.35,36000,91188243.93796986,117368575.4804636,-26180331.54249373,-122.30608272727272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1813,125.0,105.0,67.0,40.0,681.0,785,27257,914,3.0,59.0,11,62,2013.0,71.0,5.4,1.85,0,73167001.99817134,108177625.0552677,-35010623.05709636,-132.36401523809522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,692,188.0,120.0,153.0,447.0,1000.0,899,68720,3175,0.0,191.0,11,62,2004.0,1000.0,5.8,2.35,0,30498497.560153518,139760561.14346215,-109262063.58330864,-178.17803727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1,212,109.0,82.0,34.0,434.0,760.0,1753,36033,2762,1.0,456.0,11,62,2003.0,743.0,3.8,1.85,946,131021510.47970109,142178059.7826087,-11156549.302907601,-107.8468853211009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1956,228.0,97.0,63.0,525.0,852.0,1493,89351,2480,0.0,214.0,11,62,2009.0,578.0,7.1,1.85,5000,116765482.40512826,117465681.91034646,-700199.5052182078,-100.59608857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
1,1752,62.0,104.0,23.0,591.0,752.0,472,4102,3133,0.0,89.0,11,38,2001.0,631.0,4.4,1.85,53,9096754.529401468,121968548.84246188,-112871794.31306042,-192.5417211111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10,265.0,116.0,285.0,107.0,12000.0,528,189806,20233,2.0,316.0,11,62,2010.0,8000.0,6.7,2.35,16000,131221471.82304545,110066680.11886854,21154791.704176903,-80.780022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,2075,333.0,101.0,0.0,279.0,925.0,293,87677,1738,0.0,388.0,11,21,2009.0,468.0,6.8,2.35,11000,86390061.92539284,111872078.00985378,-25482016.084460944,-122.777816,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,348,203.0,102.0,77.0,120.0,14000.0,990,85833,14552,2.0,113.0,11,62,2013.0,151.0,6.7,2.35,17000,110769042.72925477,103026309.57644545,7742733.152809322,-92.484703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1764,174.0,121.0,0.0,595.0,1000.0,260,89509,3903,0.0,524.0,11,62,1999.0,1000.0,5.7,2.35,2000,96322715.21294118,119571314.52581033,-23248599.312869146,-119.44329156626507,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,2361,188.0,101.0,0.0,577.0,2000.0,4,65785,4286,1.0,160.0,11,62,2010.0,653.0,7.0,2.35,16000,61277789.34462248,88053344.09509483,-26775554.750472352,-130.40833375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,248,245.0,101.0,420.0,467.0,12000.0,528,115687,16235,0.0,269.0,11,62,2014.0,3000.0,6.0,2.35,21000,73663978.35649416,101381707.89402542,-27717729.537531257,-127.339971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,235,167.0,102.0,52.0,526.0,8000.0,2019,52029,10552,1.0,224.0,11,62,2009.0,735.0,5.4,1.85,0,55255963.04910109,111872078.00985378,-56616114.96075269,-150.60790500000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,655,163.0,114.0,19.0,848.0,1000.0,1598,33953,3962,1.0,163.0,11,62,2015.0,897.0,5.3,2.35,37000,29135187.288481418,106324588.53162432,-77189401.2431429,-172.5978838095238,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1722,266.0,115.0,521.0,95.0,13000.0,1290,110364,13761,1.0,261.0,11,19,2010.0,537.0,6.9,2.35,0,38550276.86156308,110066680.11886854,-71516403.25730547,-164.97552500000003,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2117,208.0,88.0,20.0,36.0,144.0,632,27918,309,0.0,155.0,11,62,2015.0,42.0,7.2,1.85,33000,131817070.10163406,100248897.75838864,31568172.343245417,-68.51020505050506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1,517,97.0,110.0,342.0,393.0,623.0,158,18697,1722,0.0,263.0,11,62,1997.0,508.0,7.3,1.85,578,15252781.308411215,14953707.165109035,299074.1433021799,-98.00000000000001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,152,154.0,85.0,9.0,970.0,12000.0,854,54077,25590,0.0,112.0,11,62,2007.0,11000.0,6.8,1.85,0,68155613.28440906,115777616.9802219,-47622003.69581284,-141.13230600000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1,699,169.0,93.0,0.0,465.0,11000.0,973,49739,13748,1.0,407.0,11,62,2004.0,2000.0,5.2,1.85,0,75566785.86215457,114349550.02646902,-38782764.16431445,-133.91597444444446,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,970,255.0,85.0,116.0,329.0,8000.0,2019,106790,9271,0.0,177.0,11,62,2012.0,331.0,6.2,1.85,18000,90838314.41707537,99308627.40315513,-8470312.986079767,-108.52928210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1547,221.0,146.0,127.0,722.0,962.0,330,59581,4555,4.0,293.0,11,62,2010.0,740.0,4.3,1.85,0,104925396.14850773,110066680.11886854,-5141283.9703608155,-104.671063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,193,82.0,89.0,10.0,442.0,2000.0,637,58300,3372,1.0,139.0,11,62,2000.0,919.0,6.9,1.85,0,70807167.58784553,132408042.97328688,-61600875.38544135,-146.52351473684212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
1,2117,233.0,88.0,20.0,916.0,22000.0,1538,145321,25354,0.0,139.0,11,62,2012.0,1000.0,6.6,2.35,14000,168633808.9930965,99308627.40315513,69325181.58994137,-30.19218631578948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1,1765,308.0,135.0,0.0,310.0,873.0,1349,125109,2370,1.0,593.0,11,62,2009.0,560.0,6.7,2.35,16000,49204519.313190736,72716850.70640495,-23512331.39321422,-132.33408923076922,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2036,175.0,102.0,44.0,766.0,12000.0,854,54501,17098,4.0,154.0,11,62,2014.0,3000.0,5.5,2.35,16000,17414234.583248854,96312622.49932414,-78898387.91607529,-181.91905263157895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1451,198.0,107.0,70.0,330.0,770.0,1276,68935,1614,0.0,125.0,11,62,2008.0,419.0,6.6,2.35,0,79312344.93199351,100326655.92211907,-21014310.99012555,-120.94589,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1108,106.0,137.0,102.0,877.0,2000.0,479,16832,5780,0.0,267.0,11,62,2004.0,973.0,6.0,2.35,701,28468415.693668608,135948909.47591317,-107480493.78224456,-179.05947476635512,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,332,217.0,118.0,0.0,1000.0,8000.0,1195,141179,14024,0.0,419.0,11,61,2010.0,3000.0,5.9,2.35,9000,97697078.42040576,104563346.11292511,-6866267.692519352,-106.5666105263158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1932,185.0,130.0,0.0,568.0,11000.0,709,98403,12890,0.0,683.0,11,62,2000.0,627.0,6.6,2.35,0,216550374.40495938,139376887.340302,77173487.06465739,-44.62963799999999,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1788,191.0,90.0,97.0,56.0,622.0,2020,152601,1227,1.0,156.0,11,62,2009.0,526.0,7.0,2.35,0,139694971.45911893,111872078.00985378,27822893.449265152,-75.12972500000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1498,181.0,94.0,368.0,466.0,13000.0,183,145350,15419,0.0,643.0,11,62,2000.0,1000.0,5.5,2.35,0,174646968.2858014,128226736.35307783,46420231.93272358,-63.79832065217391,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1,178,308.0,121.0,0.0,918.0,21000.0,1643,307539,23484,3.0,577.0,11,62,2008.0,1000.0,7.0,2.35,0,123085982.9956573,102556137.16483282,20529845.83082448,-79.9818456521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1114,148.0,128.0,323.0,489.0,13000.0,247,299258,14274,1.0,346.0,11,62,1995.0,559.0,7.6,2.35,0,157504593.75,141736417.32283464,15768176.42716536,-88.875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,278,269.0,121.0,0.0,919.0,10000.0,1930,183247,14165,0.0,440.0,11,62,2008.0,1000.0,7.1,1.85,0,92609830.52855743,83605546.60176589,9004283.926791549,-89.23004,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,559,198.0,113.0,221.0,503.0,11000.0,13,156348,13446,0.0,380.0,11,62,2008.0,600.0,5.5,1.85,0,111495060.50477235,100326655.92211907,11168404.582653284,-88.8679588888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,332,253.0,106.0,0.0,1000.0,22000.0,1538,89770,35367,0.0,342.0,11,62,2015.0,11000.0,5.6,2.35,39000,79740995.93318202,89110131.3407899,-9369135.407607883,-110.51410795454544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,1892,122.0,88.0,50.0,441.0,691.0,1270,32049,2622,0.0,179.0,11,62,2003.0,569.0,4.9,2.35,988,98895920.03238043,117394728.26086956,-18498808.22848913,-115.75778444444444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
1,1932,159.0,150.0,0.0,135.0,11000.0,1300,200556,12289,2.0,611.0,11,62,1997.0,1000.0,7.4,2.35,15000,150813871.50682244,134583364.48598132,16230507.020841122,-87.94018333333334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1733,180.0,119.0,719.0,423.0,833.0,691,101834,2356,0.0,628.0,11,62,2000.0,624.0,5.7,1.85,0,102036899.33437864,132408042.97328688,-30371143.638908237,-122.93753684210526,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2148,227.0,128.0,521.0,249.0,591.0,391,86152,2100,1.0,411.0,0,61,2005.0,249.0,6.4,2.35,0,89115176.68981054,98313159.2421915,-9197982.55238095,-109.3558,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2187,183.0,106.0,87.0,918.0,8000.0,1195,86627,10882,0.0,204.0,11,62,2013.0,956.0,5.9,2.35,28000,70633459.35358886,92723678.6188009,-22090219.26521203,-123.82370888888887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1795,64.0,116.0,176.0,84.0,192.0,67,52136,475,0.0,184.0,11,62,1997.0,117.0,6.2,2.35,0,91749122.29315887,101685208.72274144,-9936086.429582566,-109.77141764705884,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,291,240.0,96.0,107.0,350.0,11000.0,110,165333,12071,0.0,186.0,11,62,2011.0,560.0,7.0,2.35,19000,153238955.84442008,96028834.48401567,57210121.3604044,-40.424017777777756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
1,1569,84.0,104.0,81.0,612.0,3000.0,499,58227,5062,0.0,181.0,11,62,1997.0,643.0,5.4,1.85,2000,70991396.87715888,134583364.48598132,-63591967.608822435,-147.25098666666668,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1247,136.0,138.0,0.0,123.0,14000.0,1173,49311,15149,1.0,278.0,11,61,2002.0,602.0,6.7,2.35,0,46919003.11694831,133411339.6331295,-86492336.5161812,-164.831323,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1116,166.0,129.0,468.0,183.0,919.0,2035,113065,2024,0.0,337.0,11,62,1982.0,691.0,6.9,2.35,0,93434700.22880828,49742383.41968912,43692316.809119165,-12.162800000000011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,733,175.0,140.0,378.0,599.0,12000.0,854,57661,13808,0.0,455.0,11,62,2003.0,947.0,7.3,2.35,0,156718629.52236414,113481570.6521739,43237058.87019023,-61.899488505747115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1282,222.0,107.0,36.0,118.0,283.0,853,142496,662,2.0,399.0,11,62,2007.0,142.0,7.1,2.35,0,147855978.9104631,98410974.43318862,49445004.47727448,-49.75661529411765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1
1,1282,84.0,100.0,36.0,439.0,2000.0,757,26413,4182,1.0,77.0,11,62,2000.0,795.0,4.8,1.85,372,93301061.27127178,118470354.23925668,-25169292.9679849,-121.24522470588236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,248,236.0,104.0,420.0,535.0,2000.0,1298,110073,3768,5.0,194.0,11,62,2011.0,906.0,6.2,2.35,0,83234758.15258804,80024028.73667972,3210729.4159083217,-95.98779333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1621,157.0,138.0,278.0,213.0,14000.0,1039,182757,17423,3.0,483.0,11,62,2006.0,3000.0,6.9,1.85,19000,75269872.68820933,101193427.57936509,-25923554.891155764,-125.61782470588237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1621,187.0,120.0,278.0,963.0,11000.0,1330,69860,15226,2.0,214.0,11,62,2009.0,2000.0,6.6,1.85,0,126083713.87821215,95091266.3083757,30992447.569836453,-67.40768235294115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1939,107.0,83.0,28.0,624.0,4000.0,968,65270,6081,1.0,100.0,11,62,2006.0,650.0,6.2,1.85,863,100364305.77830358,101193427.57936509,-829121.801061511,-100.81934352941178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1,974,187.0,131.0,218.0,29.0,5000.0,200,188887,5103,1.0,662.0,11,62,2001.0,35.0,7.6,2.35,0,69653231.04159798,92154014.6809712,-22500783.639373228,-124.41649852941174,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1748,151.0,104.0,532.0,557.0,12000.0,528,82731,16930,1.0,255.0,11,62,2003.0,3000.0,6.7,2.35,0,62079408.42269021,110872798.91304348,-48793390.49035327,-144.0084411764706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1,1114,80.0,130.0,323.0,330.0,670.0,609,106528,2407,1.0,257.0,11,62,1993.0,442.0,6.2,2.35,0,83074634.427391,116266366.78200692,-33191732.354615927,-128.5480085714286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,1890,229.0,145.0,252.0,210.0,879.0,1171,119286,2380,1.0,548.0,11,62,2005.0,691.0,7.3,2.35,0,70061463.36902714,104457731.69482847,-34396268.32580133,-132.9284082352941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1223,158.0,104.0,681.0,159.0,584.0,72,179500,1235,5.0,378.0,11,62,2006.0,227.0,6.0,2.35,0,74400949.72631449,101193427.57936509,-26792477.853050604,-126.47650000000002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2010,190.0,97.0,6.0,561.0,1000.0,899,35446,2707,1.0,78.0,11,61,2011.0,579.0,7.1,1.85,0,49551402.48439355,106698704.98223963,-57147302.49784608,-153.55950900000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,87,135.0,108.0,99.0,172.0,672.0,1600,61417,1460,1.0,339.0,11,62,2002.0,174.0,5.5,1.85,941,53429016.221923284,113399638.68816009,-59970622.46623681,-152.88431529411767,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,217,84.0,123.0,189.0,87.0,813.0,1678,19228,1476,0.0,146.0,11,62,1979.0,388.0,7.8,1.85,0,5846352.686233478,22013336.023773707,-116486365.64581443,-185.5662025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2163,382.0,106.0,763.0,809.0,8000.0,1005,70838,11454,1.0,208.0,11,62,2012.0,886.0,5.6,1.85,18000,67878669.89420456,88855087.67650723,-20976417.782302678,-123.60744705882354,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1142,149.0,135.0,36.0,106.0,894.0,682,77029,1439,0.0,466.0,11,62,2003.0,345.0,5.4,2.35,0,40581087.92836957,78263152.17391305,-37682064.24554348,-148.1479,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1776,94.0,109.0,88.0,571.0,611.0,1129,39391,2818,1.0,171.0,11,62,2000.0,592.0,4.3,1.85,374,171862775.58429155,90594976.77119629,81267798.81309526,-10.295469230769218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1813,138.0,86.0,67.0,271.0,4000.0,1728,71424,6355,3.0,521.0,11,62,2002.0,2000.0,4.9,1.85,0,204503817.1054697,112065525.2918288,92438291.8136409,-17.514069047619053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,692,173.0,107.0,153.0,233.0,11000.0,13,246492,12700,1.0,685.0,11,62,2006.0,1000.0,6.4,1.85,7000,163504942.56459326,83335763.8888889,80169178.67570436,-3.7997914285714427,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,749,127.0,130.0,0.0,602.0,875.0,1886,29932,2662,0.0,211.0,11,62,1982.0,826.0,6.9,1.85,0,5846352.686233478,19896953.367875647,-116486365.64581443,-185.5662025,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,234,91.0,82.0,62.0,615.0,975.0,779,10233,3326,0.0,63.0,11,62,2010.0,760.0,4.3,1.85,0,47962343.93922662,93556678.10103826,-45594334.16181164,-148.73445176470588,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
